817	"2003"	"Mushrooms, prepared or preserved"	"4digit"	119
818	"2004"	"Other vegetables, frozen"	"4digit"	119
819	"2005"	"Other vegetables, prepared or preserved"	"4digit"	119
820	"2006"	"Vegetables, fruits and nuts, preserved by sugar"	"4digit"	119
821	"2007"	"Jams, jellies and marmalades"	"4digit"	119
822	"2008"	"Fruits and nuts, otherwise prepared"	"4digit"	119
823	"2009"	"Fruit juices"	"4digit"	119
824	"2101"	"Coffee extracts"	"4digit"	120
825	"2102"	"Yeasts"	"4digit"	120
826	"2103"	"Sauces and seasonings"	"4digit"	120
827	"2104"	"Soups and broths"	"4digit"	120
828	"2105"	"Ice cream"	"4digit"	120
829	"2106"	"Food preparations n.e.c."	"4digit"	120
830	"2201"	"Waters"	"4digit"	121
831	"2202"	"Waters, flavored or sweetened"	"4digit"	121
832	"2203"	"Beer"	"4digit"	121
833	"2204"	"Wine"	"4digit"	121
834	"2205"	"Wine, flavored"	"4digit"	121
835	"2206"	"Other fermented beverages"	"4digit"	121
836	"2207"	"Ethyl alcohol > 80%"	"4digit"	121
837	"2208"	"Spirits < 80% alcohol"	"4digit"	121
838	"2209"	"Vinegars"	"4digit"	121
839	"2301"	"Flours of fish, for animal feed"	"4digit"	122
840	"2302"	"Cereal residues"	"4digit"	122
841	"2303"	"Starch residues"	"4digit"	122
842	"2304"	"Solid soybean residues"	"4digit"	122
843	"2305"	"Solid peanut residues"	"4digit"	122
844	"2306"	"Solid vegetable oil and fat residues"	"4digit"	122
845	"2307"	"Wine lees"	"4digit"	122
846	"2308"	"Vegetable materials for animal feeding"	"4digit"	122
847	"2309"	"Animal feed"	"4digit"	122
848	"2401"	"Unmanufactured tobacco"	"4digit"	123
849	"2402"	"Cigars and cigarettes"	"4digit"	123
850	"2403"	"Other manufactured tobacco"	"4digit"	123
851	"2501"	"Salt"	"4digit"	124
852	"2502"	"Unroasted iron pyrites"	"4digit"	124
853	"2503"	"Sulphur, crude"	"4digit"	124
854	"2504"	"Natural graphite"	"4digit"	124
855	"2505"	"Natural sands"	"4digit"	124
856	"2506"	"Quartz"	"4digit"	124
857	"2507"	"Kaolin"	"4digit"	124
858	"2508"	"Clays"	"4digit"	124
859	"2509"	"Chalk"	"4digit"	124
860	"2510"	"Natural calcium phosphates"	"4digit"	124
861	"2511"	"Natural barium sulfate"	"4digit"	124
862	"2512"	"Siliceous fossil meals and earths"	"4digit"	124
863	"2513"	"Natural abrasives"	"4digit"	124
864	"2514"	"Slate"	"4digit"	124
865	"2515"	"Marble"	"4digit"	124
866	"2516"	"Granite"	"4digit"	124
867	"2517"	"Gravel"	"4digit"	124
868	"2518"	"Dolomite"	"4digit"	124
869	"2519"	"Natural magnesia"	"4digit"	124
870	"2520"	"Gypsum"	"4digit"	124
871	"2521"	"Limstone"	"4digit"	124
872	"2522"	"Quicklime"	"4digit"	124
873	"2523"	"Cements"	"4digit"	124
874	"2524"	"Asbestos"	"4digit"	124
875	"2525"	"Mica"	"4digit"	124
876	"2526"	"Natural steatite"	"4digit"	124
877	"2527"	"Natural cryolite"	"4digit"	124
878	"2528"	"Natural borates"	"4digit"	124
879	"2529"	"Feldspar"	"4digit"	124
880	"2530"	"Mineral substances n.e.c."	"4digit"	124
